original_image_url,aigc_image_url,pass,GSB
https://lzd-img-push.slatic.net/lzd_ug_aigc/ID_AIGC_sceneimage_13814006718_20230620.png,https://lzd-img-push.slatic.net/lzd_ug_aigc/ID_AIGC_sceneimage_13533180005_20230620.png,,
https://lzd-img-push.slatic.net/lzd_ug_aigc/ID_AIGC_sceneimage_13366224142_20230620.png,https://lzd-img-push.slatic.net/lzd_ug_aigc/ID_AIGC_sceneimage_13250176483_20230620.png,,
